東京地方裁判所　　刑事第４部,2014年03月25日　午後0時45分　東京地方裁判所1番交付所,航空機等の強取等の処罰に関する法律違反　平成２５年合（わ）第４８号等,〈抽選〉当日午後０時４５分までに指定場所に来られた方を対象に抽選します。開廷時間は午後１時１５分です。
東京地方裁判所　　刑事第３部,2014年03月25日　午前10時0分　東京地方裁判所1番交付所,詐欺　平成２５年刑（わ）第１７１７号,当日午前１０時００分までに指定場所に来られた方を対象に抽選します。開廷時間は午前１０時３０分です。
