東京地方裁判所　　刑事第８部,2014年03月13日　午後1時30分　東京地方裁判所1番交付所,威力業務妨害　平成２５年刑（わ）第３００５号,〈抽選〉当日午後１時３０分までに指定場所に来られた方を対象に抽選します。開廷時間は午後２時００分です。 
東京地方裁判所　　刑事第４部,2014年03月13日　午前9時30分　東京地方裁判所1番交付所,航空機の強取等の処罰に関する法律違反等　平成２５年合（わ）第４８号等,〈抽選〉当日午前９時３０分までに指定場所に来られた方を対象に抽選します。開廷時間は午前１０時００分です。 
