東京地方裁判所　　刑事第３部,2014年03月05日　午後4時0分　東京地方裁判所1番交付所,詐欺　平成２５年刑（わ）第１７１７号,〈抽選〉当日午後４時００分までに指定場所に来られた方を対象に抽選します。開廷時間は午後４時３０分です。
東京地方裁判所　　刑事第１０部,2014年03月05日　午後1時0分　東京地方裁判所1番交付所,公職選挙法違反　平成２５年特（わ）第１７０３号等,〈抽選〉当日午後１時００分までに指定場所に来られた方を対象に抽選します。開廷時間は午後１時３０分です。
東京地方裁判所　　刑事第４部,2014年03月05日　午前9時30分　東京地方裁判所1番交付所,航空機の強取等の処罰に関する法律違反等　平成２５年合（わ）第４８号等,〈抽選〉当日午前９時３０分までに指定場所に来られた方を対象に抽選します。開廷時間は午前１０時００分です。
