東京地方裁判所　　刑事第１１部,2014年03月14日　午後1時0分　東京地方裁判所1番交付所,公職選挙法違反　平成２５年特（わ）第１８５２号,〈抽選〉当日午後１時００分までに指定場所に来られた方を対象に抽選します。開廷時間は午後１時３０分です。
東京地方裁判所　　刑事第２１部,2014年03月14日　午前9時30分　東京地方裁判所1番交付所,住居侵入，傷害　平成２５年刑（わ）第２９７７号,〈抽選〉当日午前９時３０分までに指定場所に来られた方を対象に抽選します。開廷時間は午前１０時００分です。
