大阪高等裁判所　　第２刑事部,2014年03月26日　午前10時5分　別館南側玄関前,証拠隠滅，偽造有印公文書作成，同行使　平成２５年（う）第２５６号,＜抽選＞当日午前９時５５分から午前１０時０５分までに上記場所に並ばれた方を対象に抽選券を交付します。（開廷時刻：午前１０時３０分　本館１０階１００１号法廷）
大阪高等裁判所　　第２民事部,2014年03月26日　午後2時5分　別館南側玄関前,従業員地位確認等請求　平成２４年（ネ）第３４９６号,＜抽選＞当日午後１時５５分から午後２時０５分までに上記場所に並ばれた方を対象に抽選券を交付します。（開廷時刻：午後２時３０分別館８２号法廷）　なお，本期日は，３月７日午後３時００分別館８２号法廷にて開廷から変更されたものです。
