横浜地方裁判所　　第５刑事部,2014年03月25日　午後1時40分　横浜地方裁判所1階中央待合いロビー,監禁，強姦幇助，強盗　平成２６年（わ）第６６号,＜抽選＞当日午後１時４０分までに指定場所に来られた方を対象に抽選します。開廷時刻は午後２時００分です。
横浜地方裁判所　　第７民事部,2014年03月25日　午後1時40分　横浜地方裁判所1階中央待合ロビー,地位確認及び賃金支払並びに損害賠償請求事件　平成２１年（ワ）第２２１４号,＜抽選＞当日午後１時４０分までに指定場所に来られた方を対象に抽選します。開廷時間は午後２時００分です。
