長崎地方裁判所　　民事部,2014年02月03日　午後1時10分　長崎地方裁判所本館玄関前,開門請求事件　平成２２年（ワ）第２０７号，第２０８号，第２０９号，平成２３年（ワ）第２１２号,午後１時１０分からリストバンドを交付し，傍聴希望者多数の場合，抽選により傍聴券を交付します。
長崎地方裁判所　　民事部,2014年02月03日　午後0時10分　長崎地方裁判所本館玄関前,開門差止請求事件　平成２３年（ワ）第２７５号,午後０時１０分からリストバンドを交付し，傍聴希望者多数の場合，抽選により傍聴券を交付します。
