大阪地方裁判所　　第１３刑事部,2014年03月17日　午後1時45分　本館南側玄関前,公務執行妨害，器物損壊事件　平成２４年（わ）第６２４１号,＜抽選＞当日，午後１時３０分から午後１時４５分までに並ばれた方を対象に抽選します。開廷時間は午後２時００分（本館１０階１００４号）です。
大阪地方裁判所　　第５民事部,2014年03月17日　午後0時55分　別館南側玄関前,地位確認等請求事件　平成２３年（ワ）第４９９２号等,＜抽選＞当日，午後０時４０分から午後０時５５分までに並ばれた方を対象に抽選します。開廷時間は午後１時１０分（本館８階８０９号）です。
