大阪地方裁判所　　第６刑事部,2014年03月10日　午前9時45分　別館南側玄関前,強盗致傷，傷害，殺人，暴行，建造物侵入事件　平成２５年（わ）第５００号等,＜抽選＞当日，午前９時３０分から午前９時４５分までに並ばれた方を対象に抽選します。開廷時間は午前１０時００分（本館２階２０１号）です。
大阪地方裁判所　堺支部　第１刑事部,2014年03月10日　午後2時30分　堺支部北側玄関前,強盗殺人，営利・生命身体加害略取，逮捕・監禁，死体損壊・遺棄，窃盗，住居侵入，窃盗未遂被告事件　平成２４年（わ）第１０４号等,＜抽選＞当日，午後２時１５分から午後２時３０分までに並ばれた方を対象に抽選します。開廷時刻は午後３時（２階２０１号）です。
