さいたま地方裁判所　　第２民事部,2014年04月23日　午後1時10分　さいたま地方裁判所　B棟出入口横,損害賠償請求事件　平成２４年（ワ）第１９２３号,上記時刻までに上記集合場所に並んだ方に対し，抽選を行います。（開廷時刻：午後１時３０分）
さいたま地方裁判所　　第４民事部,2014年04月23日　午後3時40分　さいたま地方裁判所　C・D棟出入口横,処分取消等請求事件　平成２５年（行ウ）第６号,上記時刻までに上記集合場所に並んだ方に対し，抽選を行います。（開廷時刻：午後４時００分）
